"x"
1907.02219270768
1907.2350568526
1908.55301821356
1909.61278821891
1908.77789442053
1905.61167260614
1903.40434834644
1907.28932591819
1915.43037555453
1920.81465211066
1922.3599278248
1921.96940263231
1921.04053088932
1921.25339503425
1922.5713563952
1923.63112640055
1922.79623260218
1919.63001078778
1917.42268652808
1921.30766409983
1929.44871373617
1934.83299029231
1936.37826600645
1935.98774081396
1935.05886907097
1935.27173321589
1936.58969457685
1937.6494645822
1936.81457078382
1933.64834896943
1931.44102470973
1935.32600228148
1943.46705191782
1948.85132847395
1950.39660418809
