"x"
1905.46894821411
1905.07080698876
1906.37582833248
1906.99665723726
1905.69359690795
1902.17240102863
1899.90195199939
1904.12847194365
1912.10964170136
1917.19250437839
1918.42134496671
1917.48337147944
1915.63478951859
1915.18791627599
1916.29119208959
1916.90762795729
1915.50884353054
1911.90588002168
1909.6384955911
1913.74539934655
1921.57486676148
1926.62746554923
1927.85834084076
1926.93782174517
1925.12881547995
1924.67943072861
1925.77385195281
1926.38348596867
1924.98141824621
1921.37374171323
1919.104971056
1923.20786649565
1931.0261270701
1936.0733726784
1937.30654731896
