"x"
1904.65731778733
1901.75282515809
1900.67197488609
1901.36966413469
1902.94732479437
1904.52802660839
1905.65946258024
1906.29329078767
1906.63637198152
1906.93477070429
1907.33176661292
1907.86871928916
1908.49583051683
1909.14750543542
1909.77863380596
1910.37868197271
1910.94201326519
1911.49854894521
1912.05937741982
1912.62631438703
1913.20561846631
1913.78878821798
1914.36985339246
1914.95005703976
1915.52715332213
1916.10052355505
1916.67843197711
1917.25353883012
1917.82836641109
1918.40590631813
1918.98234819688
1919.56008145547
1920.13714908108
1920.71196047428
1921.29012055001
