"x"
1906.21854038493
1905.39479246004
1906.73125296098
1908.39529797444
1907.66947933829
1903.86815899449
1901.04672839677
1905.62985342722
1914.42116147114
1919.89837052196
1921.49505589302
1920.68875423687
1918.54712119331
1917.57030740217
1919.31792907107
1920.66210522796
1919.70962717837
1915.72176548681
1912.66142103681
1917.1566193852
1925.52295999543
1930.75568131404
1931.74312354502
1930.61741897588
1928.369725273
1927.6129523729
1929.6836344129
1930.74376128377
1929.61982463092
1926.1403655435
1923.06342036084
1927.54318322268
1935.34708996327
1940.34798912566
1940.84808835062
