"Point.Forecast","Lo.80","Hi.80","Lo.95","Hi.95"
0.938608989800125,0.818863314481748,1.0583546651185,0.755473783041035,1.12174419655921
0.946111033154297,0.810128425235157,1.08209364107344,0.738143580879298,1.1540784854293
0.966675048572701,0.81554728496937,1.11780281217603,0.735545079486565,1.19780501765884
0.974612900201999,0.814591173778935,1.13463462662506,0.729880788779042,1.21934501162496
0.965162872905712,0.798667049497028,1.1316586963144,0.710529484573275,1.21979626123815
0.960950514345986,0.789928499844972,1.131972528847,0.699394914089643,1.22250611460233
0.965708549570184,0.791384603189935,1.14003249595043,0.69910308028266,1.23231401885771
0.977685862404895,0.800931238053451,1.15444048675634,0.707362991953312,1.24800873285648
1.00959015531207,0.831011514483737,1.1881687961404,0.736477692386782,1.28270261823735
1.01465446628384,0.834686272005145,1.19462266056253,0.739416864744918,1.28989206782275
1.04027315235659,0.859228626414978,1.2213176782982,0.763389443589946,1.31715686112324
1.01336699352157,0.831474889376681,1.19525909766645,0.7351870257536,1.29154696128954
1.0126310393956,0.829499222630248,1.19576285616095,0.732555094787826,1.29270698400337
0.991778712292734,0.807840355252954,1.17571706933251,0.710469270779752,1.27308815380572
1.02059298192024,0.835958161671143,1.20522780216933,0.738218391845533,1.30296757199494
1.01438620507133,0.829193778888506,1.19957863125416,0.731158830311982,1.29761357983068
1.01631332081233,0.830652192870483,1.20197444875419,0.732369128570273,1.3002575130544
1.01008057307223,0.824022885820069,1.19613826032439,0.725529895701643,1.29463125044282
1.01241059593916,0.82601053992961,1.19881065194872,0.727336310738846,1.29748488113948
1.01823112556765,0.831531070867658,1.20493118026764,0.73269803196315,1.30376421917215
1.04440645300848,0.85743941658317,1.23137348943378,0.758465046090476,1.33034785992648
1.0639806983539,0.876772718452947,1.25118867825486,0.777670800188825,1.35029059651898
1.06217789226276,0.874749618363285,1.24960616616223,0.775531083500627,1.34882470102488
1.05529937832137,0.867667303549792,1.24293145309294,0.768340883022323,1.34225787362041
1.05354148082851,0.864570450223746,1.24251251143327,0.764535229293591,1.34254773236343
1.04818641657765,0.85855986347429,1.23781296968101,0.758177629894831,1.33819520326047
1.05612975552248,0.865851712206974,1.246407798838,0.765124600541716,1.34713491050325
1.06002206390431,0.869229009168757,1.25081511863986,0.7682292669261,1.35181486088252
1.0502964578789,0.859054368394066,1.24153854736374,0.757816921513793,1.34277599424401
1.03817912192059,0.846549676957793,1.22980856688339,0.745107176473842,1.33125106736734
1.0373855429862,0.845413622627043,1.22935746334535,0.743789826619498,1.33098125935289
1.05231118644719,0.860032876960274,1.2445894959341,0.758246888345808,1.34637548454857
1.08095979364133,0.888403347935167,1.27351623934749,0.786470122900113,1.37544946438255
1.09642349379079,0.903611466551174,1.28923552103041,0.801542944824965,1.39130404275662
1.09544418890906,0.902394617522011,1.28849376029611,0.800200347520031,1.39068803029809
